LdrpGetModuleName
RtlpAllocDeallocQueryBuffer
RtlDoesFileExists_UEx
RtlGetFileMUIPath
RtlpGetMUIRedirectedFilePath
RtlIsMultiSessionSku
LdrpCodeAuthzInitialize
_RtlpMuiRegDeserializeRegistryInfo
_RtlpMuiRegAddNeutralLanguage
RtlpMuiRegGetLanguageSpec
_RtlpMuiRegAddNeutralToInstalled
RtlpMuiRegLoadRegistryInfo
RtlpMuiRegFreeRegistryInfo
RtlpMuiRegCreateAndLoadRegistryInfo
RtlpLoadUserUIByPolicy
RtlpLoadLanguageConfigList
RtlpMuiRegCreateLanguageConfigList
RtlGetAppContainerNamedObjectPath
RtlpGetRegistryHandle
RtlGetAppContainerSidType
RtlStringCchPrintfW
RtlStringCbLengthW
RtlpGetMUIRedirectedFilePathInternal
GetOverlayFilePathUsingChecksum
_ValidateAndStandardizeOverlayPaths
_IsOverlaySupportedPath
_GetOverlayPackageKeyForLanguage
RtlAppendUnicodeToString
sub_18000B438
RtlGetPersistedStateLocation
RtlpCapabilityCheckSystemCapability
RtlpMuiRegLoadPreferredUILanguages
LdrpQueryValueKey
RtlpGetTokenNamedObjectPath
LdrpReportError
RtlInitAnsiString
RtlIsApiSetImplemented
ApiSetQuerySchemaInfo
RtlpGetPolicyValueForSystemCapability
RtlpIsALicensedLIPLanguage
RtlIdnToAscii
OpenGlobalizationUserSettingsKey
SHA256Update
SHA256Transform
RtlEqualDomainName
RtlCanonicalizeDomainName
RtlpNameprepAsciiWorker
RtlpNameprepAsciiRealWorker
RtlpValidateAsciiStd3AndLength
RtlIpv4StringToAddressExW
RtlIpv4StringToAddressW
RtlIpv6StringToAddressExW
RtlIpv6StringToAddressW
RtlIdnToUnicode
RtlpIdnToUnicodeWorker
punycode_decode
FindLabelEnd
RtlOpenCurrentUser
RtlFreeUnicodeString
RtlCreateUnicodeString
SHA256Final
A_SHAFinal
DWORDToBigEndian
A_SHAInit
A_SHAUpdate
SHATransform
RtlUpcaseUnicodeString
AllocateOrValidateUnicodeStringBuffer
RtlCreateServiceSid
RtlpFreeTebLanguageList
RtlpLangNameInMultiSzString_Size
RtlpLangNameInMultiSzString
RtlpMUIRegPatchLicenseInfortmation
RtlpIsALicensedRegularLanguage
RtlpOwnerAcesPresent
RtlpIsDuplicateAce
RtlpCompareAces
RtlpCompareKnownAces
RtlEqualSid
RtlGetSystemTimePrecise
RtlQueryPerformanceCounter
LdrpMapDllNtFileName
LdrpCodeAuthzCheckDllAllowed
LdrpCheckForRetryLoading
LdrpIsSecurityEtwLoggingEnabled
LdrpMapDllSearchPath
LdrpFreeUnicodeString
LdrpWorkCallback
LdrpUpdateStatistics
LdrpProcessWork
LdrpMapDllFullPath
LdrpAppCompatRedirect
RtlCleanUpTEBLangLists
RtlCapabilityCheck
RtlpInitMuiCriticalSection
RtlpMuiRegDupLanguageList
RtlGetThreadPreferredUILanguages
LdrpCreateLangFallbackList
RtlpMuiRegCreateLanguageList
_SafeAllocBlob
LdrpConvertLangFallbackListToMultiSz
RtlpMuiRegTryToAppendLanguageToMuiszFromLangList
RtlpMuiRegFreeLanguageList
RtlpMuiRegTryToAppendLangId
RtlpMuiRegTryToAppendLanguageName
RtlpSetProcUserMachineLangList
InitializeTEBUserLangList
RtlpGetSystemDefaultUILanguage
RtlInitializeSidEx
RtlInitializeSid
RtlpCombineAcls
RtlpValidFilterAclSubjectContext
GetNameFromLangListNode
RtlpComputeLangListCheckSum
RtlGetNeutralFallback
RtlpAddNeutralsToMergedList
RtlGetParentLocaleName
RtlStringCbCopyW
LdrpMergeLangFallbackLists
RtlpAllocateEnvBlock
RtlIsCapabilitySid
RtlCheckTokenMembershipEx
RtlCreateSecurityDescriptor
RtlSetOwnerSecurityDescriptor
RtlSetDaclSecurityDescriptor
RtlSetGroupSecurityDescriptor
RtlpMuiRegGetInstalledLanguageIndexByName
RtlPrefixUnicodeString
RtlCompareUnicodeStrings
LdrpHashUnicodeString
RtlCompareUnicodeString
ApiSetpSearchForApiSetHost
RtlSetEnvironmentVar
NLS_UPCASE
RtlFindAceByType
RtlLocaleNameToLcid
RtlpNlsGetNameIndex
RtlpNlsCompareLocaleNames
RtlpMuiRegAddMultiSzToLangFallbackList
RtlpMuiRegGetInstalledLanguageIndex
RtlLCIDToCultureName
RtlpMuiRegGetInstalledLanguageIndexByLangId
_MuiRegAllocArray
RtlStringCchLengthW
RtlLcidToLocaleName
RtlpNlsGetLcidIndex
RtlpInitUnicodeStringUsingBuffer
LdrpLogDelayLoadTrigger
RtlInitUTF8String
LdrpGetDelayloadExportDll
LdrpFindLoadedDll
LdrpLangFallbackListAppendNode
LdrpLangFallbackListFindNode
RtlpMuiRegGetOrAddString
RtlCultureNameToLCID
RtlpMuiRegGetOrAddStringToPool
RtlpMuiRegGetStringIndexInPool
RtlpCopyEffectiveAce
RtlEqualPrefixSid
RtlpNewSecurityObject
RtlpInheritAcl
RtlpInheritAcl2
RtlCreateAcl
RtlCheckTokenCapability
RtlInitUnicodeString
RtlGetNtSystemRoot
RtlUnicodeToMultiByteN
LdrpSnapKernelBaseExtensions
LdrpAllocateFileNameBufferIfNeeded
RtlxAnsiStringToUnicodeSize
RtlMultiByteToUnicodeSize
RtlUnicodeStringToAnsiString
RtlUnicodeToMultiByteSize
RtlUnicodeToCustomCPN
RtlpIsUtf8Process
LdrpLoadForwardedDll
LdrpAppendAnsiStringToFilenameBuffer
LdrpLoadDll
RtlpWin32NtNameToNtPathName
RtlAppendUnicodeStringToString
RtlGetFullPathName_UEx
RtlGetFullPathName_UstrEx
LdrpPreprocessDllName
LdrpApplyFileNameRedirection
LdrpLogDllState
LdrpAppendUnicodeStringToFilenameBuffer
ApiSetResolveToHost
ApiSetpSearchForApiSet
RtlpFindGuidInSection
RtlpGenerateInheritAcl
RtlpGenerateInheritedAce
RtlDosSearchPath_Ustr
RtlpDosPathNameToRelativeNtPathName_U
RtlpAddKnownAce
RtlFormatCurrentUserKeyPath
RtlInitUnicodeStringEx
RtlLengthSidAsUnicodeString
RtlConvertSidToUnicodeString
RtlIntegerToUnicode
RtlValidSid
RtlFirstFreeAce
RtlValidAcl
RtlpValidKnownAce
RtlFindActivationContextSectionGuid
RtlDosApplyFileIsolationRedirection_Ustr
RtlDosPathNameToRelativeNtPathName_U_WithStatus
RtlpDosPathNameToRelativeNtPathName
RtlGetFullPathName_Ustr
RtlpIsDosDeviceName_Ustr
RtlDetermineDosPathNameType_Ustr
sxsisol_SearchActCtxForDllName
RtlFindActivationContextSectionString
RtlpFindUnicodeStringInSection
RtlpFindNextActivationContextSection
RtlpLocateActivationContextSection
RtlpFindActivationContextSection_CheckParameters
RtlFindCharInUnicodeString
RtlDoesFileExists_UstrEx
RtlpWalkFrameChain
RtlpLookupFunctionEntryForStackWalks
RtlDispatchException
RtlpIsFrameInBounds
GetLCIDFromLangListNodeWithLICCheck
RtlQueryEnvironmentVariable
RtlpFindEnvironmentHashEntry
LdrpSetThreadPreferredLangList
RtlpCreateProcessRegistryInfo
LdrpLoadResourceFromAlternativeModule
LdrLoadAlternateResourceModuleEx
RtlUnwindEx
RtlpSanitizeContext
RtlpCopyContext
RtlLookupFunctionEntry
RtlpxLookupFunctionTable
RtlVirtualUnwind
RtlpxVirtualUnwind
RtlpUnwindPrologue
LdrAccessResource
RtlpImageDirectoryEntryToDataEx
LdrControlFlowGuardEnforcedWithExportSuppression
LdrpShouldModuleImportBeRedirected
RtlEnterCriticalSection
RtlpEnterCriticalSectionContended
LdrpObtainLockedEnclave
LdrGetProcedureAddressForCaller
LdrpDereferenceModule
LdrpResGetMappingSize
LdrpResolveProcedureAddress
LdrpAccessResourceData
LdrpGetProcedureAddress
LdrpGetFromMUIMemCache
LdrpHandleProtectedDelayload
LdrpAccessResourceDataNoMultipleLanguage
LdrpSnapModule
RtlImageNtHeaderEx
LdrpMapAndSnapDependency
LdrpLoadDependentModuleA
RtlAnsiStringToUnicodeString
LdrpLoadDependentModuleInternal
RtlDeactivateActivationContextUnsafeFast
LdrpLogInternal
RtlReleaseSRWLockShared
RtlAcquireSRWLockShared
LdrpGetFileSizeFromLoadAsDataTable
RtlLeaveCriticalSection
LdrpSearchResourceSection_U
LdrpInitializeThread
RtlActivateActivationContextUnsafeFast
LdrpCallInitRoutine
RtlSectionTableFromVirtualAddress
LdrpLoadDllInternal
LdrRscIsTypeExist
LdrShutdownThread
LdrpAllocateTls
LdrpCallTlsInitializers
LdrpFindTlsEntry
LdrFindResource_U
LdrpFastpthReloadedDll
LdrpFindLoadedDllByName
RtlEqualUnicodeString
RtlUnlockHeap
RtlpCheckHeapSignature
RtlLockHeap
LdrpGetBaseNameFromFullName
RtlpUnWaitCriticalSectionEx
RtlWakeAddressAll
RtlpWakeByAddress
LdrGetDllHandleEx
LdrpIncrementModuleLoadCount
LdrpBuildForwarderLink
LdrpDrainWorkQueue
RtlpImageDirectoryEntryToData64
LdrLoadDll
LdrpResolveDllName
LdrpRecordModuleDependency
LdrpDependencyExist
RtlFindMessage
RtlpFindMessageInTable
RtlDeriveCapabilitySidsFromName
LdrpFindLoadedDllInternal
LdrpInitializeDllPath
LdrGetDllHandle
RtlAddressInSectionTable
LdrpGetNtPathFromDosPath
LdrpAllocateUnicodeString
LdrpPrepareImportAddressTableForSnap
LdrpProcessMappedModule
LdrpValidateEntrySection
LdrpGenRandom
LdrInitSecurityCookie
LdrpFetchAddressOfSecurityCookie
LdrImageDirectoryEntryToLoadConfig
LdrpCfgProcessLoadConfig
LdrpAddLoadConfigFptrToBatch
LdrpResolveDelayLoadDescriptor
LdrResolveDelayLoadedAPI
LdrpFindLoadedDllByHandle
RtlIsProcessorFeaturePresent
RtlInsertInvertedFunctionTable
RtlCaptureImageExceptionValues
LdrpSignalModuleMapped
RtlpInsertInvertedFunctionTableEntry
LdrControlFlowGuardXfgEnabled
LdrControlFlowGuardEnforced
LdrpFindKnownDll
LdrpMinimalMapModule
LdrpMapDllWithSectionHandle
LdrpMapViewOfSection
LdrpHpatAllocationOptOut
LdrpFindLoadedDllByNameLockHeld
LdrpFindLoadedDllByMappingLockHeld
RtlIsCriticalSectionLockedByThread
LdrpCompleteMapModule
LdrpLogNewDllLoad
LdrpInsertDataTableEntry
LdrpInsertModuleToIndexLockHeld
LdrpGenSecurityCookie
LdrAddRefDll
LdrpLoadKnownDll
LdrUnloadDll
LdrpDecrementModuleLoadCountEx
LdrpDecrementNodeLoadCountLockHeld
LdrGetDllFullName
RtlCopyUnicodeString
LdrpXfgTableDispatchRoutineCallback
LdrpXfgDispatchRoutineCallback
LdrpXfgCheckRoutineCallback
LdrpCfgDispatchRoutineCallback
LdrpCfgCheckRoutineCallback
RtlpHpHeapLock
RtlpHpHeapUnlock
LdrpMakePermanentImageCommit
LdrpFindExistingModule
LdrpPrepareModuleForExecution
LdrpFindLoadedDllByMapping
LdrDisableThreadCalloutsForDll
LdrGetDllHandleByMapping
LdrpGetFullPath
LdrpSearchPath
LdrpCheckKnownDllFullPath
LdrpFindOrPrepareLoadingModule
LdrpAllocatePlaceHolder
LdrpAllocateModuleEntry
LdrpDynamicShimModule
TpAllocTimer
RtlReleaseRelativeName
LdrMapAndVerifyResourceFile
SbpDetermineDllContext
LdrpMapResourceFile
RtlImageNtHeader
LdrpNotifyLoadOfGraph
LdrpSendPostSnapNotifications
SbUpdateSwitchContextBasedOnDll
SbGetContextDetailsById
SbGetContextDetailsByGuid
SbSelectProcedure
SbObtainTraceHandle
SbpUpdateCacheWithCurrentImpl
RtlGetVersion
LdrpSendDllNotifications
TpWaitForTimer
TppWorkWait
EtwEventUnregister
TppPoolpDereferenceGlobalPool
EtwEventSetInformation
EtwpSetProviderTraits
TppSetupNextWait
TpAdjustBindingCount
TppInitializeTimer
EtwpRemoveRegistrationFromTable
EtwpFreeRegistration
EtwEventProviderEnabled
EtwNotificationUnregister
EtwEventWrite
EtwpEventWriteFull
EtwEventWriteTransfer
ProviderHandleLookup
ProviderHandleRemove
TppCancelWait
TpSetWaitEx
EtwpEventApiCallback
TppSetTimer
TppEnqueueTimer
TppPHInsert
TppUpdateSubQueueTimer
TppSingleTimerExpiration
LdrpSetAlternateResourceModuleHandle
TppTimerQueueExpiration
TppPHDelete
TppPHExtractMin
RtlpWakeSRWLock
TppPoolpReferenceGlobalPool
EtwEventRegister
TppWaitpValidateWait
TpIsTimerSet
TpSetTimer
LdrGetDllPath
LdrpGetDllPath
RtlpGetCachedPath
LdrpLogDllStateEx2
EtwpUpdateEnableInfoAndCallback
EtwpCheckForPrivatePreEnable
EtwpFindGuidEntry
EtwpInsertRegistration
EtwpRegisterProvider
EtwNotificationRegister
EtwpAllocateRegistration
RtlRunOnceExecuteOnce
ProviderHandleInsert
TppCancelTimer
TpSetTimerEx
RtlReleasePath
LdrpChangeMrdataProtection
LdrProtectMrdata
TppSimplepFree
TpSimpleTryPost
TppCleanupGroupMemberDestroy
TppWorkInitialize
TppCleanupGroupMemberInitialize
RtlQueryInformationActivationContext
RtlpGetActivationContextData
RtlAddRefActivationContext
RtlReleaseSRWLockExclusive
TppGetCurrentThreadNumaNode
RtlReleaseActivationContext
RtlBackoff
TpWorkOnBehalfClearTicket
RtlpWaitOnAddressWithTimeout
RtlpWaitOnCriticalSection
RtlpAddWaitBlockToWaitList
RtlpHpScheduleCompaction
RtlpHpSegPageRangeShrink
RtlpHpSegPageRangeCoalesce
RtlpHpSegFreeRangeRemove
TppTimerpValidateTimer
RtlpWaitCouldDeadlock
RtlpHpSegFreeRangeInsert
TpStartAsyncIoOperation
TpPostWork
TppValidateCleanupGroupMember
RtlpHpSegLfhAllocate
RtlpHpSegSubAllocate
RtlpHpSegAlloc
RtlpHpSegPageRangeAllocate
RtlpHpSegPageRangeSplit
TppWorkPost
TpPostTask
TppCheckForTransactions
RtlClearThreadWorkOnBehalfTicket
TppWorkerThread
TppCallbackEpilog
TppCallbackCheckThreadAfterCallback
TppPrepareDirectParams
RtlpHpVsContextFree
RtlpHpVsChunkCoalesce
RtlpHpVsContextAllocateInternal
TppWorkerFindTask
RtlAcquireSRWLockExclusive
RtlpHpVsChunkSplit
RtlRbRemoveNode
RtlRbInsertNodeEx
NtdllpFreeStringRoutine
NtdllpAllocateStringRoutine
RtlpFreeHeap
RtlSizeHeap
RtlpHpSizeHeap
RtlpHpConvertFlagsToSegmentFlags
RtlFreeHeap
RtlpHpStackLoggingEnabled
RtlGetCurrentServiceSessionId
RtlpHpFreeWithExceptionProtection
RtlpHpFreeHeap
RtlpFreeHeapInternal
RtlpHpLfhSubsegmentFreeBlock
RtlAllocateHeap
RtlpAllocateHeapInternal
RtlpLowFragHeapAllocFromContext
RtlpHpAllocWithExceptionProtection
RtlpHpLfhSlotAllocate
RtlpAllocateHeap
RtlpHpSegSizeInternal
RtlpHpLfhSubsegmentIncBlockCounts
RtlpHpLfhSubsegmentCreate
RtlpGetSubSegmentBlockCount
RtlpHpLfhSubsegmentInitialize
RtlpSubSegmentInitialize
RtlpHeapGenerateRandomValue32
RtlpHpReAllocateHeap
RtlpHpSegDescriptorValidate
RtlReAllocateHeap
RtlpReAllocateHeapInternal
RtlpReAllocateHeap
RtlpHpReAllocWithExceptionProtection
RtlpHpCheckAllocationSizeLimit
RtlpHpSegReAlloc
RtlpHpSegLfhVsFree
RtlpHpSegFree
RtlTryEnterCriticalSection
RtlpCalculateSubsegmentSizeIndex
RtlpGrowBlockInPlace
RtlpCreateSplitBlock
RtlpFindEntry
RtlpInsertFreeBlock
RtlpHeapFindListLookupEntry
RtlpHeapAddListEntry
RtlpHpSegLfhVsDecommit
RtlpDeCommitFreeBlock
RtlpHeapGenerateRandomValue64
RtlpCoalesceFreeBlocks
RtlpHpExtrasGet
RtlpHpSizeHeapInternal
RtlpHpSegSetExtraPresent
RtlpHpExtrasSetPresent
RtlpHpTagReAllocateHeap
RtlpHpTagContextUpdate
RtlpExtendHeap
RtlpFindAndCommitPages
RtlpCreateUCREntry
RtlpInsertUCRBlock
RtlpFindUCREntry
RtlpUpdateUCRIndexInsert
RtlpRemoveUCRBlock
RtlpUpdateUCRIndexRemove
RtlpGetHeapProtection
RtlpHpHeapValidateProtection
RtlpInitializeLfhRandomDataArray
RtlpCommitBlock
RtlpCollectFreeBlocks
RtlpDecommitBlock
RtlpGetFreeBlockInsidePageBoundaries
RtlpSecMemFreeVirtualMemory
RtlpHpSegLfhVsCommit
RtlpHpSegPageRangeCommit
RtlpHpSegMgrCommit
RtlpHpHeapCheckCommitLimit
RtlpHpAllocVA
RtlpHpEnvAllocVA
RtlpHpSegPageRangeHandleCommit
RtlpHpFreeVA
RtlpHpEnvFreeVA
RtlTryAcquirePebLock
RtlpCreateHeapEncoding
RtlpPopulateListIndex
RtlpFreeUserBlock
RtlpFreeUserBlockToHeap
RtlpInitializeHeapSegment
RtlpHpVsChunkSetExtraPresent
RtlCreateHeap
RtlpMoveHeapBetweenLists
RtlpAddHeapToUnprotectedList
RtlpRemoveHeapFromUnprotectedList
RtlpHeapRemoveListEntry
RtlProtectHeap
RtlpProtectHeap
RtlpCreateLowFragHeap
RtlDestroyHeap
RtlpDestroyHeapSegment
RtlpHpStackTraceHeapDestroy
RtlpAddHeapToProtectedList
RtlpRemoveHeapFromProtectedList
RtlpActivateLowFragmentationHeap
RtlQueryResourcePolicy
RtlpQueryPhysicalMemoryPolicy
RtlSwitchedVVI
RtlpVerCompare
RtlpVerGetConditionMask
SwitchedRtlGetVersion
RtlGetSuiteMask
RtlGetNtProductType
RtlpExtendFrontEndUsageArray
RtlpPerformHeapMaintenance
RtlpInitializeLowFragHeap
RtlpExtendListLookup
RtlStringCbPrintfA
RtlpHpVaMgrCtxAlloc
RtlpHpVaMgrAlloc
RtlpHpSegSegmentAllocate
RtlCSparseBitmapBitmaskWrite
RtlpCSparseBitmapPageCommit
RtlpCSparseBitmapLock
RtlpCSparseBitmapUnlock
RtlpHpSegMgrAllocate
RtlpHpSegMgrReserve
RtlpHpVaMgrRangeFind
RtlpHpVaMgrRangeCreate
CsrpConnectToServer
CsrClientConnectToServer
LdrpEnableParallelLoading
TpSetPoolWorkerThreadIdleTimeout
EtwpRegisterTpNotificationOnce
TpAllocAlpcCompletionEx
TppAllocAlpcCompletion
TpCancelAsyncIoOperation
TppIopValidateIo
TpReleaseIoCompletion
TpAllocPool
TpBindFileToDirect
TpAllocIoCompletion
RtlpTpTimerCallback
RtlWaitOnAddress
TpAllocPoolInternal
RtlUnsubscribeWnfNotificationWaitForCompletion
RtlpRemoveUserSubFromNameSub
RtlpWnfNotificationThread
TpWaitForWork
RtlDeregisterWaitEx
TpWaitOutstandingCallbackCount
RtlQueueWorkItem
RtlpTpWorkCallback
TppInitializeTimerQueue
TppInitializeTimerSubQueue
RtlDeleteTimer
TpTimerOutstandingCallbackCount
RtlCreateTimer
RtlRegisterWait
RtlpTpRevertCapture
RtlpTpInitializeData
TpAllocWait
RtlpTpResumeImpersonation
TpReleaseWait
RtlpWnfProcessCurrentDescriptor
RtlpWnfWalkUserSubscriptionList
RtlpDecRefWnfUserSubscription
TpReleaseTimer
RtlpTpWaitCallback
RtlpTpWaitCheckReset
TpReleaseWork
TppWorkpValidateWork
TppWaitCompletion
TppExecuteWaitCallback
TppTimerpExecuteCallback
TppSimplepExecuteCallback
TppStartThreadData
TpWorkOnBehalfSetTicket
TppWorkCallbackPrologRelease
RtlSetThreadWorkOnBehalfTicket
RtlSetThreadSubProcessTag
TppCleanupGroupMemberRelease
TppCompleteThreadData
TppIopExecuteCallback
TpCallbackIndependent
TppAlpcpExecuteCallback
TppFastAlpcAdjustConcurrencyCount
TppCleanupGroupMemberCallbackProlog
TpCallbackMayRunLong
TppCallbackMayRunLongProlog
RtlpTpTimerRundown
TpReserveTaskPost
RtlpTpWorkUnposted
TpUnreserveTaskPost
RtlpDecRefWnfNameSubscription
RtlpTpWaitRundown
TpWaitForWait
RtlDllShutdownInProgress
TppPoolUpdateNodeRelation
RtlpWaitOnAddress
RtlpWaitOnAddressRemoveWaitBlock
TpDereferenceGlobalPool
TpPoolReferenceExistingGlobalPool
RtlpTpWaitFinalizationCallback
RtlpInitializeWnf
RtlpWnfRegisterTpNotification
RtlpDecrementWnfSerializationGroup
RtlpFcFreeChangeRegistration
RtlUnregisterFeatureConfigurationChangeNotification
RtlpFcRemoveChangeRegistration
RtlpOptimizeWaitOnAddressWaitList
RtlpWaitOnAddressWakeEntireList
RtlpTpTimerFinalizationCallback
RtlUpdateTimer
RtlCreateTimerQueue
TppExecuteWaitTimerCallback
TpReleaseAlpcCompletion
TppAlpcpValidateAlpc
TppJobpExecuteCallback
TpSetDefaultPoolStackInformation
TpSetPoolStackInformation
TpAllocJobNotification
TppJobpValidateJob
TpReleaseJobNotification
TppJobpRundownJob
TpWaitForJobNotification
LdrUnlockLoaderLock
LdrpReleaseLoaderLock
LdrLockLoaderLock
RtlExitUserProcess
LdrpAcquireLoaderLock
RtlReportSilentProcessExit
RtlUpdateClonedCriticalSection
RtlUnlockProcessHeapOnProcessTerminate
LdrShutdownProcess
RtlProcessFlsData
RtlpFlsDataCleanup
SbCleanupTrace
RtlDetectHeapLeaks
WerpProcessId
WerpGlobalFlagsForProcess
LdrEnumerateLoadedModules
TpWaitForAlpcCompletion
RtlDeleteTimerQueueEx
RtlpTpTimerQueueRundown
RtlpUnregisterLockedMemoryBlockLookaside
RtlUnlockModuleSection
RtlLockModuleSection
RtlpLocateModuleSectionInLockedSectionList
RtlpRegisterLockedMemoryBlockLookaside
LdrpDropLastInProgressCount
RtlLockMemoryBlockLookaside
RtlLockMemoryZone
RtlpRegisterLockedMemoryZone
RtlUnlockMemoryBlockLookaside
RtlUnlockMemoryZone
RtlpUnregisterLockedMemoryZone
WerpPathTail
TpAlpcUnregisterCompletionList
TpAlpcRegisterCompletionList
EtwEventWriteStartScenario
EtwEventWriteEndScenario
EtwEventEnabled
EtwpGetKmRegHandle
RtlFlsSetValue
RTL_BINARY_ARRAY<RTLP_FLS_SLOT
RtlComputeCrc32
EtwSendNotification
EtwpReceiveReplyDataBlock
RtlIpv6AddressToStringExW
RtlIpv6AddressToStringW
EvtIntReportEventAndSourceAsync
EvtIntReportEventWorker
EtwTraceMessage
EtwTraceMessageVa
RtlSetLastWin32ErrorAndNtStatusFromNtStatus
RtlNtStatusToDosError
RtlSetLastWin32Error
DbgPrintEx
DbgPrint
vDbgPrintExWithPrefixInternal
RtlFormatMessageEx
RtlStringCchPrintfExW
RtlStringVPrintfWorkerW
RtlStringCopyWorkerW
RtlWow64GetCurrentMachine
RtlCopyContext
RtlUnwind
RtlInitializeExtendedContext
RtlGetExtendedContextLength
RtlRaiseException
RtlWow64GetCurrentCpuArea
RtlWow64GetCpuAreaInfo
RtlpGetContextFlagsLocation
RtlpSanitizeContextFlags
RtlGetExtendedContextLength2
RtlInitializeExtendedContext2
RtlpValidateContextFlags
RtlpGetLegacyContextLength
RtlpGetEntireXStateAreaLength
RtlpRemoveArchDisallowedXStateFeatures
RtlpCopyXStateChunk
RtlpCopyLegacyContext
RtlpCopyLegacyContextX86
RtlDecompressBufferXpressLz
RtlDelayExecution
RtlUTF8StringToUnicodeString
RtlUTF8ToUnicodeN
CountUTF8ToUnicode
RtlCompressBufferXpressHuff
RtlCompressBufferXpressHuffStandard
XpressDoHuffmanPass
XpressBuildHuffmanEncodings
RtlDecompressBufferXpressHuff
XpressBuildHuffmanDecodingTable
RtlFlsGetValue
RtlpCheckRelativeDrive
RtlSetThreadErrorMode
RtlpResetDriveEnvironment
RtlUnicodeStringToOemString
RtlxUnicodeStringToOemSize
_IsProgramFilesPath
RtlCreateProcessParametersEx
RtlCreateProcessParametersWithTemplate
RtlCreateProcessParametersInternal
RtlpCopyProcString
ValidateStringParameter
RtlCreateEnvironment
RtlCreateEnvironmentEx
RtlpInitEnvironmentBlock
RtlpGetBlockSizeEx
RtlpSetupEnvironmentHashTable
RtlpScanEnvironment
RtlpCreateAndInsertEnvironmentHashTableEntry
RtlpAllocateEnvironmentHashTable
RtlpInsertEnvironmentHashTableEntry
RtlpWow64ThunkEnvironmentTo64
RtlQueryEnvironmentVariable_U
RtlSetEnvironmentVariable
RtlOemStringToUnicodeString
RtlxOemStringToUnicodeSize
RtlUnicodeToOemN
RtlOemToUnicodeN
RtlMultiByteToUnicodeN
RtlpGetCodePageData
RtlCustomCPToUnicodeN
AllocateOrValidateCharStringBuffer
RtlCutoverTimeToSystemTime
RtlTimeFieldsToTime
RtlpTimeFieldsToTime
RtlpTimeFieldsToTimeNoLeapSeconds
RtlTimeToTimeFields
RtlpTimeToTimeFields
RtlExpandEnvironmentStrings_U
RtlExpandEnvironmentStrings
RtlUpcaseUnicodeChar
RtlUnicodeToUTF8N
CountUnicodeToUTF8
EtwpWriteToPrivateBuffers
EtwpReserveTraceBuffer
